sentence1,sentence2,label
我需要了解还款日 怎么计算息,当天还款在17.30资金,0
怎么开通不了啊,开户不成功,0
0571 6511 1071这是您们公司的客服电话吗？,何时又能接到客服电话,0
降额度,如何降低额度,0
右侧面神经麻痹,右侧面神经麻痹,1
为什么我的qq账户开户会失败呢,Computer开不了机了。怎么办。,0
微信上找不到微粒贷,开通我啊,0
暂时不需要了谢谢，可以帮忙取消吗,申请输入我身份证后显示“身份信息输入错误多次，无法借款”而我并没有输错，之前也没借过，什么原因？,0
/发呆为什么我没有受邀资格,借款,0
借款可以用于流动资金吗？,借款是否可以用于还信用卡,0
抢购的iphone7有没有发票,手机里没有：怎么样才会有,0
为什么定期存款页面不见？我现在有点害怕,定期存款如何提前支取,0
我可以看见微粒袋，进去显示无法借钱,借款在哪里,0
利君沙,利君沙,1
我想借贷,没工作不贷是吧,0
为你公司点个赞,怎么进不去你们的主页呢？,0
为什么我的还没有额度,怎么申请,0
我的手机不支持？,只能智能手机吗,0
为什么没有微粒贷 额度,一周年不给额度,0
我今天还贷，6点没有扣成功，,我的今天是还款日忘记往银行卡存钱了刚才刚存上能不能还款成功,0
房间隔,房间隔,1
图标看不到微粒贷,qq上已有微粒贷，微信上怎么没有,0
1小时过去借款还没有下来,6怎么回事，额度有，为何不能用,0
药物治疗,用药治疗,1
我说这一期的帐单.帐单.帐单,我的帐单还了多少剩多少,0
如何取消申请,我今天还款日，我现在把钱存到银行卡了什么时候能扣款？,0
如果在借款十天后还款可以吗？有没有违约金？,违约金是指什么？,0
你好，假如我贷款20个月，半年之后想提前结清可以吗,如果我有两笔借款，都是分期，能提前结清一个吗,0
您好亲。我想问一下前天晚上8点多申请的微粒贷9点多给打的电话我没接到。昨天也没给打电话今天也没给打电话。什么时候才能打第二遍啊？,为什么我有微粒贷窗口 ，借款说评估不通过？,0
不是苹果手机能有微粒代吗,iphone7怎么还没发货？,0
5点过后还会有电话吗,刚刚客服打电话联系，我在车上，现在可以接听电话了,0
亲，我的是建设银行,不是本人的银行卡不行吗？,0
微粒贷怎么才可以开通,微贷啥时候能申请,0
已经过一天了，卡上一值有钱啊,1号能自动还款不的,0
为什么说我没有通过审核呢,电话审核要等多久,0
微粒贷利息多少,这个利息是按天算吗？,0
更换手机号,能否换个手机号,0
腹部瘢痕,下腹部可见一长约10cm纵行手术瘢痕,1
申请延期一次,如何查看已经逾期,0
痰异常,白色粘痰,1
什么时候钱到位。,为什么审核要这么长时间了,0
亲帮我开通,怎样才能开通微粒贷,0
可不可以关闭微粒贷,不要借款,0
呕吐,呕吐,1
银行电话确认,微纵银行不支持,0
例如借3000元，日息是1.5元吗,今天借款一个星期内还进去要扣多少手续费？,0
学习密码,是的我是按我支付密码输入的,0
你好，我手机号码换了，收不到验证码了怎么办,验证码往哪里输入啊,0
只能充值，没法提现呀？,是建设银行的，刚才充值一直都充值失败,0
从那下载app,安卓系統怎麼下載,0
如果我逾期了怎么办,我还有欠款吗,0
下月几号可以还款,什么时间扣款,0
不给我开通我杀你全家,亲、这么开通,0
为什么微粒贷必须分期付款啊,一期是多长时间 是一天吗？,0
刚才的取消了,暂时被冻结,0
‍还没有‍开‍放,今天借款26000 分5个月 十天后全额还款,0
我本期还款了吗？,没钱还了/流泪,0
在哪借,、请问我怎么没受邀微粒贷,0
如何开戶,下載了，无法开户,0
为什么别人手机借钱不到类,iphone  还没开放这个吗,0
我之前的卡过期了，银行给我换卡，卡号有变需要更换银行卡还款,我借款后要随时还款，选择哪种还款方式？上面最低选五个月的，都是分期，我不分期，我就用几天就还,0
付款余额不足怎么办,注册会员,0
你好可以问问题嘛,人在吗？,0
为什么登陆显示网络异常,人家都使用了快一年了，没有碰到过转帐出错这种事，发生这种事可找谁？怎么找？,0
微利贷介绍,强开,0
甲钴胺,甲钴胺胶囊,1
请问开户时人脸验证过不去怎么办,办卡,0
不好意思，刚刚出去了一下没接到电话,一般回访电话需要多久打来,0
上腹痛,上腹痛阵发性绞痛,1
提前还款还收利息吗,你好，请问如果我提前还款，会影响信用吗？以后还能借吗,0
利息是从第一天借钱的时候就开始算了是吗,借1500什么时候还，利息1天是多少钱？,0
我现在在哪里可以看到我的账单,电子借据,0
还是还款失败,请问能不能提前部分还款？,0
【微众银行】还款失败通知：您好，由于您农业银行(1773)余额不足，您在手机微信申请的微粒贷还款失败。请确保今日（05月13日）17:00之前还款卡内余额充足，我们将于今日再次扣款。,为什么用农业银行还贷的时候我的银行卡钱扣了，微粒贷却提示还款失败,0
审批不通过,如何满足审批条件,0
胸膜炎,胸膜炎,1
总是提示身份信息错误次数过多什么情况,我怎么验证身份,0
关键是没有微粒贷啊,去年六月份我手机QQ钱包收到开通微粒贷邀请了，为什么现在没有了,0
我要降低我的额度,可不可以降额度,0
借的钱可以从卡里取出来吗,你好，我想问下，我的贷款额能一次提现出来吗？,0
息多少,你好我想借3500日利率和利益都要还吗,0
这有还款记录吗？,没有解决,0
大便异常，其他的,大便5—6次,1
请问还款成功，为什么又收到逾期通知？,我已经还款了，前几天手机坏了，所以没看到信息，没有及时还款，能把我的逾期消除吗,0
+怎么开通,如果开通微粒贷,0
不管分多少期，提前还款只需要还本金和使用过的利息？,你好，请问提前还款是必须一次性还清全部剩下金额吗？,0
2800的活期，为毛利息是0.18？上面七天年化收益率是3.03，微众银行欺骗客户啊,你好，请问历史年化和七日年化有什么区别？,0
10个月利息多少,1000一个月还清是多少,0
你好能开通微粒贷吗？,微信里面开通。,0
腹部,右中上腹,1
扣款是以什么时间为限,借多久还款不用手续费？,0
还清,款项还清后，会不会存在继续扣费的现象,0
为什么用微粒贷验证码发到原来手机上呢,为何接收验证码总是超时？,0
中腹部增强CT,中腹部增强CT,1
1000没有按期还款罚息是多少？,就是说延迟一天买事的,0
开通 /得意 额度,开通多少钱,0
在微粒借钱可不可提到银行卡的？,建行可用吗,0
帮我取消2000元的微粒贷,我要取消订单,0
您好，我借款失败了，是什么原因呢？,我不是可以贷一千五吗我怎么申请失败,0
我怎么添加其他银行卡？,可以把钱转到其他银行卡吗,0
每个月还款日几号,我想问一下，就是还款日银行会直接在我银行卡扣钱就好吗，还是要操作什么的？,0
你好，请问我想换一张银行卡还款，要怎么改,换卡以后还款失败,0
痰异常,咯痰,1
一次性还完可以继续借吗,一共有6笔借款，提前还清一笔借款额度怎么恢复？,0
我本期还款了吗？,我的钱已还了,0
输人支付密码到验证码下步又回到提示输入支付密码,输入密码后发了四个验证码什么情况,0
微粒贷业务 返回主菜单,怎么申请微粒贷？,0
信合怎么办,可以办银行卡吗,0
口服泮托拉唑,口服泮托拉唑,1
厄贝沙坦片,厄贝沙坦氢氯噻嗪片,1
输人支付密码到验证码下步又回到提示输入支付密码,输入密码验证身份后没反应,0
手术切除胆囊,手术切除胆囊,1
可以贷款,取消我的贷款申请,0
我什么时候可以申请微信贷,2  我是问提前还完后是不是能立刻再次借款,0
你好，这个东西不像信用卡有什么年费之类的吧？,我现在好需要钱,0
去哪里添加银行卡,请问我用微贷粒借钱绑定的银行卡预留号码跟现在用的号不一样怎么办？能借啊,0
我想问下 提前还款 是否得按照分期的利息换,只问一个提前还款的问题，假设借款1万，分5个月，我在还了第1个月后，把后4个月的一起提前还款了，支付的总利息是按总的9百多元来支付，还是按第2个月里的实际天数来支付？,0
手机停机,我手机上没有微粒贷,0
借款不能用于哪些项目,如果在借款十天后还款可以吗？有没有违约金？,0
微粒贷怎么贷,微粒贷 利息怎么算,0
微贷怎么用,记息方式,0
你不是说过10分钟邀请我的吗？,1如何开通,0
你们的合同可以给我一份嘛,可以帮我看一下合同真假吗,0
一个小时了还没有联系我,一般是什么时候审核,0
取现可以吗,借到的款能全部提现吗,0
什么时候借款到账呢,我手机一直处于开机状态，无未接来电啊！,0
经剖宫产术分娩,子宫下段剖腹产,1
QQ的微粒贷在那里,一进入，就显示微粒货即将开放,0
一般借款上面显示等电话要等多久,24小时都可以借款吗,0
开通了但没有借过款要利息吗,开通了微粒贷，怎么没额度,0
限制多少,转出次数上限,0
你好，假如我贷款20个月，半年之后想提前结清可以吗,如果提前还清所有钱,0
微信未到帐,扣款日未扣款,0
先还500不行,假如1号借款，7号把欠款全部还清，利息怎么,0
开通需要什么,微信上怎么打开,0
怎么我不能,如何更快获取,0
2天都没打电话来是什么原因,为什么我还没接到审核电话,0
如果今天换卡审核没通过，那我就没法按时还款，会产生滞纳金么？这个是要我来承担么？,你好！逾期罚息金额是按总借款计算还是按本期应还金额计算？,0
17点还扣一次，钱打卡上了,12小时了确认电话还没打给我,0
今天不好还款吗,不可以用微信还款嘛,0
怎么解除,提现,0
QQ上怎么贷不了,QQ借款咋还没下来,0
请问，我可以借贷吗,我还以再贷吗？,0
借款以后，什么时候才开始算利息？,就是随借随还，借几天算几天的利息，是吗？,0
晚上十点还款为何不能借款,全部还款以后多久才可以借款？,0
请问一下，，，可以微粒贷吗？,微粒贷 利息怎么算,0
肾功能异常,肾功能异常,1
错过微粒贷审核电话,没接到电话可以给你们回电话吗,0
限制多少,我给别人咨询年龄限制,0
都给我开借,进不去微粒袋,0
没有扣费,你们最短时间能审批,0
一期是几天,如何加入微粒贷,0
微信贷如何计算息,0.05%利率是百分只五？,0
今天还款1400多，但是一直没有还进去，但是我又提前还了一个406,然而是不是一直都是第五,0
罚息怎么算？,还款逾期怎么办,0
你好，通常多久才会来电话确认啊？,什么时候再次打电话的？,0
我今天忘记存钱了,如何打印还款明细，以证明我已还清余款,0
“查询”,我想还款,0
瘢痕,瘢痕,1
小柴胡,小柴胡,1
手动还本期欠款,还款完后还可以借吗,0
人工,刚才不是排队了吗,0
什么时候可以开放贷款,请问借款是不是每次仅限40000，那么每天借款次数有没限制，谢谢,0
11点多就打款了怎么还没到帐啊,一般什么时候会到帐,0
喷嚏,喷嚏,1
进行身份认证,需要提供什么审核资料,0
你好，逾期没有还款，最长可延长几日，利息是多少,微粒贷罚金,0
腔镜,腔镜,1
为什么这么久了我还没有额度,为什么看到客服端没有额度！说什么评估不通过要怎么样才算通过,0
会多久再打电话,什么时候来电审核,0
你好。为什么有的人手机上没有微粒贷。可以开通吗？,不开通发那么多信息来干嘛,0
微路贷怎么开通,什么地方可以申请贷款,0
还款失败,归还了部分欠款，额度不会及时恢复吗？,0
就是我申请微粒代一直没下来,五点以前钱够了还没扣去怎么算,0
我现在没办法还款了,你好这月逾期了现在想还款 不能还呢？,0
能用别的银行卡还吗,可以把钱转到其他银行卡吗,0
怎么查询,为什么消费那么多都没有 怎样开通,0
为什么我的评估通过不了。,为什么之前能借现在不能了,0
你好还款信用卡可以吗？,换卡后必须把剩余欠款一次还清吗？,0
你好，现在提前无法还款,为什么现在还款了不能借,0
不能贷有啥用？,不想借钱可是退不出咋办？,0
银行卡转入微众卡有限额吗？,转出金额不到账？,0
还清了能立马在借吗,我是不是已经还清了,0
为什么没有评估通过,为什么我申请微粒货不通过,0
QQ微粒贷为什么申请会失败,为什么我是未通过的,0
l开通,咋样才能申请微粒贷款,0
我是建设银行的卡,是不是微信里用卡是工商银行卡，钱包里才有微粒贷,0
提前还清不需支付违约金,提前上面显示的是全部还清的,0
不支持微信和支付宝绑卡,什么东东哦，你们这银行，其他银行有什么区别,0
为么我没微粒贷,不能主动还款啊卡里有钱为什么没扣走还逾期,0
借款到银行卡可以提现吗,取现一次性取完可以吗,0
微众银行APP进不去,你好！我的微众银行app更新完，怎么登录不上去了呢？,0
血脂,血脂,1
多久会提次额度,0.05的日息是怎么计算的？？？比如借2000，一天多少息？？,0
如何记息,借款不用拿利息吗,0
借款失败咋回事,为什么我绑卡老是不成功。,0
什么时间答复我,从新打,0
不是还了几笔后额度会恢复吗？,2.1借款几号还,0
可以领取免息券吗？,七天免息期优惠券,0
6微粒贷申请,开通 如何开,0
借款大概什么时间能到,一个半小时没有审核电话打,0
每月几号还款？,今天中午借的钱，什么时候还钱,0
没还钱会怎么样,没解决,0
微粒贷提前还清借款后，可以重新申请吗,提前还款会影响信用额度吗,0
借款借据,账单日期,0
肾,双肾区,1
如何上升额度,不能人工提额,0
个人还款证明,你好，我想问问一个情况：我已经结清了欠款，为何我的征信报告能看到借款信息看不到结清信息呢，办贷款的时候银行的人要我出结清证明，,0
暂时无法开通,有没有时间限制,0
为什么告诉我审核不通过,为什么我申请不了微粒贷呢,0
为什么一部分的人有这个微粒贷，一部分人又没有,不显示微粒贷的怎么办,0
不会泄露我的银行卡资料那些吧,到了发信息不,0
胆囊坏疽,胆囊坏疽,1
一般会在申请后多久打电话,什么时候会再打电话过来,0
一搬多长时间到帐,1万闪电放款,0
啥时能贷款,可以借多笔吗,0
我怎么没有微粒贷 怎么申请,怎样取得额度,0
11点多就打款了怎么还没到帐啊,1月1日借款，第一次还款是什么时候,0
还款失败但是扣钱了,为什么我想提前还清借款，怎么还不了呢？,0
一万元一日的利息是多少？,多笔借款的利息。,0
为什么我没有呢,怎么才能得到邀请码,0
借了不分期可以吗,分期怎么算的,0
一次性还款后什么时候可以再货,一个月之内提前还款需要违约金吗,0
都兩年了…什麼時候可以全面開通,周未放款,0
你好，我一直按时还款，可贷余额还有1500元，为何借款时显示“未通过综合审核”?,上次借款正常，为什么这次评估未通过,0
怎样绑定银行卡呢？,我的银行卡绑定人脸测试无论如何通不过,0
不借了，不要打电话了。,不借了行不行,0
提前还款怎么计算利息？例如我借了2万，5天之后把全部还清，,还款日扣款不成功，会再扣一次吗？,0
我还没借到款呢，怎么要扣款呢,请问下。我借10000 分五期 每月九号还  九号还了一期。当天再还第二期 利息怎么算,0
如何审批,银行未审批,0
我有开户,怎么看开户网点,0
清热解毒,清热解毒,1
微众银行的App是啥,微众app里面有个福利中心，怎么得福利,0
你好请问下，还款有没有结清证明的,全部还清款后，征信报告上不注明还清款额？这样岂不是影响房贷吗,0
亚临床甲状腺功能减退症,亚临床甲状腺功能减退症,1
电话审核多长时间通过,审核时间需要多久？,0
腰部,左腰部,1
延期1天还款可以吗,如果逾期怎么办,0
为什么那个借款借不出来,为什么上次借款失败,0
微信7日年化收益是多少,为什么万份收益根据七日年化收益计算不一致？,0
为什么审核会未通过？,为什么审批这么慢？,0
我想使用微粒贷,1:微粒贷,0
怎么关闭借贷,身份信息没有填错，怎么总提示身份输错,0
为什么我输入密码后出现可见额度后却退不出来,为什么借款密码就是微信支付密码,0
今天借、那到什么时候还不扣利息吗,你好，是不是我用几天就算几天利息啊,0
1.如何获得微粒贷资格,QQ可以，为何这里不可,0
为什么电话这么久等,还要等吗,0
下周有什么品种的理财产品,什么时候上线所有产品,0
借款这样会失败？,怎么到借钱界面就了？,0
为什么微粒贷借钱到最后收到验证码后点击下一步就回到初始界面了呢,为什么我借钱输了十次验证码都不行的,0
问题是扣钱失败,不是借款六个月吗,0
为什么我没有找到呢,17号的款怎么没自动扣,0
为什么还款了！恢复不了额度？,借了还款期多久,0
还没打来/发怒,节假日到帐时间,0
我绑卡人脸无法识别,为什么我重新登录后看不到我的账户信息啦？,0
为什么我申请不了微粒贷,不能通过/大哭/大哭,0
为什么开通了却又综合评估未通过呢？,为什么前几次借款能通过现在不通过呢？,0
什么时候才能打电话给我呢,咋叫逐步开放,0
轻度指凹性水肿,轻度指凹性水肿,1
一般几天钱能到账？,为什么一直在审核中,0
我没有微粒贷啊！,我可不可以申请微粒贷,0
…为什么我的微粒贷直接打开就显示无法借,开通了怎么借不到钱,0
上腹痛,右上腹痛,1
微信咋绑定身份证号码,姓名和身份证格式错，怎么办？,0
你好，微粒贷支持什么银行借贷,微粒贷口袋出现后  原来的银行卡解绑换了别的卡还能借款吗,0
开通消费,我微信消费记录这么好居然没有,0
10000元钱，一天要多少利息,一开始你们微粒贷款多少钱,0
不好意思！忘了！已经存了,你好，借款后，钱打到哪里,0
我可以改日期还钱吗？我要推迟就好怎么做？,如何更改为零钱还款？,0
:能调高额度,(额度什么的、我才不在意~(一~一)~),0
肺结核,肺结核,1
一次性提前还清就是按天收取利息？,为什么没有提前还款的功能,0
为什么借款一万，第一个月应还的利息是300？,手续费,0
还款卡号更改了怎么办,网银未找到相应项目修改，有无其它方式如何还款?,0
现在能打客服电话吗,申请要多久才能通过,0
变更绑定银行卡,银行卡绑定的手机号暂时不能打通怎么办,0
可以申请 没微粒贷,2，为什么我没有微粒贷 怎么开通找到入口 我的微信钱包没有入,0
我正常还款，怎么现在不能用了,不能还款和借,0
我提前还款后是否可以马上再借？,是不是提前还款对信用不好,0
为什么会重复的要求输入支付密码和验证码,密码密码密码密码密码密码密码密码密码密码密码密码密码,0
我在QQ里的微粒贷怎么不见了，能恢复吗,我微粒贷绑定得农行卡丢失。我现在办的新卡。,0
肝病,肝部病变,1
麻烦发一个结清证明给我，谢谢,今天一次还清要还多少钱,0
肠,肠,1
一次能借多少？,今天借款30000，后天还本息一共是多少,0
微众银行的定期存款是和普通银行的整存整取一样没有风险的吗,5年定期存款,0
微信后面没有微粒贷如何代呢,如何借贷,0
不能借,不是还一笔会恢复一个额度,0
我是苹果5的，可没借钱功能,已经借款了还可以更改手机号吗,0
开通,开通了，却没有借到款,0
为什么我的微信无法借款,何时能开通啊,0
微粒贷是否要办过信用卡才能有,哦，我里面没有 微粒贷 那就是开通不了了吧,0
红细胞输入,输红细胞,1
先还你500块,一万多少钱一天,0
1000分十个月还，每个月还多少,你好，微粒贷借款可以分期还吗,0
唔係到5就停吧,钱提前三个月还完还可以再接吗,0
下肢骨折,右下肢骨折,1
腾讯公司还是那么恶心,腾讯信用从哪里看,0
不知道我借的款何时发放？已经过去两个多小时了，没什么反应,什么时候更新贷款额度,0
五千额度要多久能提上去,QQ微粒代体现要多久,0
怎么获取权利,我这钱可以作为日常支出费使用吧,0
取消叽借款,借款失败，原申请以撤销,0
2000额度为什么无法借款,几个月提高一次额度？,0
QQ上面没有微粒贷,什么时候能获取资格,0
0额度,如何开通,0
什么原因会审核不通过的,电话审核些什么,0
上腹部,中上腹部,1
电话审核些什么,审核电话更改如何操作,0
关闭微粒贷以后还能再次开通吗,微粒贷还多少钱可以在次使用,0
红包,利是多少,0
你好，有一个问题想咨询一下,问问你们有没有不是分期的借款方式？,0
为什么我微信里没有,为什么我有了额度却不能借款,0
你好，请问如果推迟了一到2天还款，会有影响吗,不能。每月都要逾期3天这样对信誉不好吧,0
我2月28号借的款！还款日为什么是4月21,交易明细,0
微信还款,您好，我能否从微信绑定其他卡里还款？,0
食欲缺乏,食欲欠佳,1
微粒贷里的钱可以用来还信用卡吗？,免违约金是什么,0
没微粒贷咋办,入口,0
扣款没成功，现在如何还款,假如17点前依然自动扣款失败呢？,0
如何加入微粒贷,10000元能分多少期还,0
双歧杆菌四联活菌,双歧杆菌四联活菌片,1
怎么可以邀请我呢,怎么不邀请我开通啊,0
一次借2万，10天后，一次性还清，怎么计算利息,如我借款为5期.提前把所有款项还完.那利息怎么算？,0
今天都10号了，为什么还不能还款,中途可以全额还款吗,0
我的卡换了，可以用其他的卡还钱吗？,你好，我要通过其他银行卡还款怎么还,0
我卡里有钱的啊，怎么扣款不成功？,不是说15分钟到账吗？,0
为啥我不是微粒贷的内测客户呢,我为什么不能贷款,0
为什么一直出现填写支付密码之后就是手机动态码,可不可以设置密码,0
如何取消,怎么关闭,0
变更还款卡号需要怎么变更？,如何修改还款顺序,0
只有借还记录,借还款记录可以删除吗,0
有客服电话吗,你好  一般额度多久提升一次啊,0
“如何开通”,0K，谢谢，还没有开通,0
今天借的首次还款是几号,今天借款今天就还一期嘛,0
低钙血症,低钙血症,1
精神疾病,精神病,1
我无法打开微众的APP,请问在微众银行app里面有微粒贷吗？还是只有微信钱包里面有？,0
24小时都可申请,不给我开通我杀你全家,0
借款期限是多久,可以只借几天吗,0
10000元能分多少期还,如何手动还分期付款,0
成都银行,就是从活期转银行卡输入密码后可以转但从银行卡转活期就不行以前都可以的,0
想下载app,下载过,0
不满足微众银行是什么意思,app怎么下载,0
可以分期还款么？,借款可以用几日就还款吗？,0
我说4  借款期限,借款期限和怎么计息的,0
快点,客服？,0
以前的卡掉了重新邦定一张卡怎样邦？,怎样绑定银行卡？,0
呵呵为什么我没有威力贷,何时才可以邀请我使用微粒贷,0
公益活动,你们那个推荐别人的活动,0
你叫你老板出来,叫你们老板出来见我,0
你好，我今天早上的提款到现在还没有到账是什么回事呢？,为什么没有收到邀请呢,0
不是受邀用户可以申请吗,怎么才能得到邀请码,0
25000元一个月利息多少？,10万利息多少,0
并且我的电话没有错，就是收不到验证码,收到验证码超时,0
青霉素过敏,青霉素过敏,1
肛门红肿,肛门红肿,1
中信银行卡,不是本人的银行卡可以吗,0
下午申请大概几时有信息,发信息过来说开通微粒贷就说明可以用吗,0
呵呵，什么时候才能我们才能有缘分,但我的中国银行账户里面有足额的，怎么会扣款不成的,0
密码忘了怎么弄啊,没有密码管理啊我去那里找,0
如何借款 怎么计息,10万一天利息是多少,0
如何成为微粒贷客户,微粒贷在哪里,0
我的自动还款卡上有钱，为什么到现在还不扣钱呢？,是不是1000*0.05%*30+600*0.05%*30+200*0.05%*30呢？,0
微粒贷的额度恢复了可以循环使用吗？,那个微粒贷开通不借钱影响我以后的信用？,0
本来分10个月还的，我7天能全部还清吗？,是不是还清了才能借,0
你可以讲一下怎么申请。,微粒贷开通需要什么条件,0
视物模糊,视力模糊,1
今天我把所有的欠款提前还清额度还会实时回复吗？,你好，如果我借款时间是5个月，如果我提前还款还会有利息吗,0
心脏瓣膜病,心脏瓣膜病,1
你好，我想问下我这期可不可以下月再还？,一个额度分两次借款，还款时应该怎么还？,0
你好，为什么我去微粒贷，手机收不到验证码了,为什么验证码输入无效,0
不是说还款后额度会恢复,不想借了也不能取消吗,0
为何申请时老是提示输入验证密码,可不可以设置密码,0
等几天还可以不,我已经还款几个月啦,0
如何還款,可以延迟还款吗,0
用微信能还款吗,在零钱里面,0
5点过后还会有电话吗,为什么客服电话一直不打呢？,0
为什么我没有微粒贷 什么时候开通呢,为什没给我扣款,0
幽门螺杆菌,幽门螺杆菌,1
微信6.2的版本没有微粒贷吗？,开通   怎么开,0
为什么我现在不能还款,用红包不可以还款么？,0
学习密码,支付密码,0
不可以提前先还一个月的吗,一天最多借多少,0
为什么我未满足条件,不符合微众银行审批要求,0
提前还清可以再借吗,请问全部还了以后什么时候又可以借呢？,0
可改还款日吗,如果还款日余额不足，可以逾期几天,0
我想问下我的还款日是什么时候啊,我手机掉了，今天才看得到要还款，迟了一天，没影响吧？,0
还款20个月，可以提前还款,17000提前还怎么算,0
无法换卡。,换卡号码,0
你好你们这个必须分期还款吗？,你好，借钱还款是按月算的,0
我只想提高额度。,这个额度是根据什么来确定的,0
为什么我的审核通不过，你们这是根据什么评的,你们没打过电话审核！,0
肝性脊髓病,肝性脊髓病,1
有提醒吗,提示未达到综合,0
一般钱啥时候到帐啊,一般电话审核是问什么,0
逾期三天还款,可以逾期一天还款吗,0
活期的限额,转账出去金额有没有限制？,0
日利息多少,十万1个月多少率息,0
不能开户怎么办,个人可以申请借款吗,0
双肾囊肿,双肾囊肿,1
银行预留手机号与显示的不一样所以收不到验证码,验证码失效要多久恢复,0
银行,建设银行,0
苹果手机用户有吗？,问题是我的手机不能借,0
微粒贷利息是怎么样收的,一万块利息多少,0
脊柱外伤,脊柱外伤,1
上腹痛,持续性上腹隐痛,1
3提前还款,为什么我提前还款微粒贷了 但是不能再贷钱了,0
什么时候再能借,借完多久可以再借,0
‍还没有‍开‍放,你好  如果我要提前还款的话利息怎么计算,0
肾病,肾病,1
信息笫一次有错误,她要补充一下信息,0
为什么显示未满足要求呢,我未获得微众银行的审批要求，请问你们的要求在哪里，是什么要求？,0
这算逾期不？,可是现在都七点半了，还不扣钱呢,0
微信怎么找不到微粒货,什么时候会开放,0
消炎利胆,消炎利胆,1
为什么我微信没有这个功能,开通问题,0
15号借款，还款日是几号,今天借10000两天全部都还上，付息多少,0
取消刚才的订单行？,取消分期付款,0
借款用途,我的怎么没有借款功能,0
手机上没有微粒贷如何申请,不给我开通发几把信息啊,0
多发性结肠息肉,结直肠多发息肉,1
延期一天吧。我微信取款每到银行卡,如果还款逾期一天可以吗,0
提前還款后多久才能重新借款？,我借款分期还款提前还款需要缴违金嘛？,0
手机号码换了怎么样更改,换手机,0
全部还款后多久可以再次申请贷款,什么时候可以第二次贷款,0
还款能用其他银行卡吗？,我还钱是你从我指定的银行卡中扣，不会在我其它的银行卡中扣吧,0
何时我的微粒贷款可以借款,你好…我提前还清借款还可以再借吗？,0
请问如何堤升额度,可不可以人工提额度,0
借款期限最低只能5个月吗,借款可以用几日就还款吗？,0
如果我周六借款，周一还款，这个算几日利息？,刚才不是排队了吗,0
优质用户的贷款利率会适当调整低点吗,借款不用拿利息吗,0
支持苹果手机不？,没,0
为什么我一直没有额度,开通失败,0
B超,B超,1
可以退订吗,借款未成功 怎么取消,0
为什么审核不通过？是因为待就业吗。,为什么再次借款。显示不通过。,0
借款提前还清还可以借吗,为什么提前还款后现在再借款显示综合评估未通过了,0
不是邀请客户可以贷款吗,‍什‍么‍开‍通,0
微粒贷。没有,2，我可以申请微粒贷吗？,0
我第一次还款是2006.1.8日吗？如果提前还款，利息照算吗？,你好，请问如果我提前还款，会影响信用吗？以后还能借吗,0
扣款没成功，现在如何还款,还款后为何没有回复额度,0
为什么我借钱老是提示我身份输入错误次数过多'无法借款,我首次申请借款，为什么会提示身份信息输入错误多次，无法借款呢？,0
计息,我想问一下我借款选择分5个月还清，但是我可能3个月之内就可以还清，如果我3个月还清这个利息是按5个月的利息分期算的，还是就是我还清前按日利率算的,0
何时才能请我,办理信用卡会不会查到我借款,0
微信没有微米袋要咋样获得微米袋,推广阶段有要求吗,0
为什我的手机没有微粒货,Android系统没有,0
一般确认电话申请之后多久打来,上午申请的 现在还没有来电,0
微粒贷会对以后银行贷款造成影响吗,可以直接用微信零钱还款吗？,0
修改还款日期,还款日怎么从4月24号变成5月24号了,0
为什么我没资格在微粒贷借款,借款的窗口在哪,0
全部还款以后还能借吗,为何提前还款会失败?卡里有足够余额,0
我没有微粒贷怎么办,2:如何借款,0
一定要绑定银行卡才有微粒贷吗,信用卡不支持吗？,0
我怎么没微粒,微粒贷属于微信里面还是QQ里面,0
不好意思，错过了审核电话,多久联系我,0
qq微粒贷可以直接取现吗,一直没有受到确认电话，如何取消借款？,0
重新绑定手机号,最后一步的验证手机是银行预留手机吗？,0
头孢,头孢曲松钠注射液,1
开通不了微粒贷,为什么我没有借款功能,0
开通微粒贷，等了快一年了！,QQ借钱资格,0
为什么购买国华月月盈时就会出现网络出错？,国华天天赢,0
微粒贷利息是几分,借款,0
用其它银行卡可还款吗,就是我微信绑定其他银行卡的话就会到我另外的银行卡上对不对,0
9.29号借的现在9.30号了，还不能还款,为什么我之前可以借款，现在不可以了？我一直是按时还款的,0
为什么综合评估不合格,为什么现在说信用不够,0
我需要一个结清证明,结清证明，请尽快给我快递过来，急用，谢谢,0
想还清随时都可以吗,今天还清了。可以马上再申请不？,0
我未满足微众银行审批要求是咋回事,人行征信怎么才满足,0
何时才可以申请,.开通,0
为什么我的没有微粒贷，而我朋友却有、,看不到贷款啊,0
几个月可以提额,一次性贷款贷多少,0
排气,排气,1
下次活动是什么时候,优惠活动,0
失眠,失眠,1
你不打算给我开通了是吧,信用,0
2:未解决问题,1以上答案是否解决问题,0
怎么认证,申请后需要什么资料,0
其他银行卡还不了？,借的钱可以转到别的银行卡吗？,0
内分泌,内分泌,1
我微信消费超过20万还没有资格,怎样获得优惠卷,0
刚才扣款失败了,你好，我刚才借了一笔9100怎么还没到账,0
如果还完贷款后，多久才能再次贷款？,你好，一天可以借几次！,0
21号还款可以不,为什么还不了钱,0
取消刚刚申请,取消此款,0
